"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.026621594E2,-1.006066799E-3,9.452402592E-3,-2.537822723E-2,2.710008308E-2
1.026671594E2,7.469654083E-3,9.569048882E-3,-1.200294495E-2,1.707141224E-2
1.026721594E2,1.084870100E-2,-1.288950443E-3,-6.450653076E-3,1.268726258E-2
1.026771594E2,1.189279556E-2,-5.573213100E-3,9.384155273E-4,1.316738069E-2
1.026821594E2,1.108473539E-2,8.271217346E-3,-1.000690460E-2,1.707110233E-2
1.026871594E2,6.904602051E-3,1.994776726E-2,-7.287025452E-3,2.233131631E-2
1.026921594E2,-1.924455166E-3,7.155418396E-3,4.403114319E-3,8.619220139E-3
1.026971594E2,1.546502113E-3,1.429593563E-2,-9.552001953E-3,1.726285566E-2
1.027021594E2,-2.522230148E-3,1.103818417E-2,-6.952285767E-4,1.134400711E-2
1.027071594E2,-2.911150455E-3,8.692979813E-3,2.028465271E-3,9.389215428E-3
1.027121594E2,4.074454308E-3,1.012694836E-2,-4.600524902E-3,1.184572034E-2
1.027171594E2,-1.785171032E-2,1.183247566E-2,-7.589340210E-3,2.272199653E-2
1.027221594E2,6.241619587E-3,1.209115982E-2,-2.133941650E-2,2.530858861E-2
1.027271594E2,1.025438309E-3,7.482707500E-3,1.525878906E-3,7.705241184E-3
1.027321594E2,-1.291888952E-2,6.488800049E-3,-5.064010620E-4,1.446577598E-2
1.027371594E2,-8.535385132E-3,8.520483971E-3,3.005027771E-3,1.242906426E-2
1.027421594E2,-1.116311550E-2,7.611870766E-3,1.972198486E-3,1.365449710E-2
1.027471594E2,-7.992267609E-3,-1.074796915E-2,3.326416016E-3,1.380073280E-2
1.027521594E2,-7.233560085E-3,-1.155418158E-2,1.295471191E-2,1.880553281E-2
1.027571594E2,-2.231657505E-3,3.013372421E-3,2.383232117E-3,4.443028684E-3
1.027621594E2,-5.505800247E-3,-5.032658577E-3,1.527976990E-2,1.700331899E-2
1.027671594E2,3.734469414E-3,6.089210510E-4,1.071262360E-2,1.136122137E-2
1.027721594E2,2.461969852E-3,4.477500916E-3,8.921623230E-3,1.028127770E-2
1.027771594E2,-4.776418209E-3,-4.428625107E-5,8.039474487E-3,9.351432094E-3
1.027821594E2,-6.150066853E-3,7.167637348E-3,1.631259918E-2,1.884938300E-2
1.027871594E2,-1.121103764E-2,-1.698732376E-4,2.330303192E-2,2.586015310E-2
1.027921594E2,-4.306137562E-3,-4.418194294E-3,1.129531860E-2,1.287041118E-2
1.027971594E2,-2.147889137E-2,5.148053169E-4,1.454544067E-2,2.594566714E-2
1.028021594E2,-1.087075472E-2,-9.948015213E-4,1.437282562E-2,1.804829783E-2
1.028071594E2,-1.892745495E-3,-6.980657578E-3,9.644508362E-3,1.205523153E-2
1.028121594E2,-2.629816532E-3,-5.615949631E-3,-4.520416260E-3,7.673916106E-3
1.028171594E2,-1.213032007E-2,-5.095601082E-3,-1.533889771E-2,2.020870105E-2
1.028221594E2,9.691119194E-4,7.473707199E-3,-1.635551453E-3,7.711712246E-3
1.028271594E2,-7.037520409E-3,-1.357054710E-2,-3.698348999E-3,1.572781700E-2
1.028321594E2,-3.381967545E-3,2.068281174E-3,9.439468384E-3,1.023811774E-2
1.028371594E2,3.226757050E-3,-3.927826881E-3,1.940822601E-2,2.006287671E-2
1.028421594E2,7.663547993E-3,-1.046544313E-2,2.460479736E-2,2.781459187E-2
1.028471594E2,7.563829422E-5,-8.920252323E-3,2.163219452E-2,2.339932611E-2
1.028521594E2,7.042884827E-4,-8.730590343E-3,1.594638824E-2,1.819358481E-2
1.028571594E2,-9.960532188E-4,-1.310282946E-2,7.793426514E-3,1.527788462E-2
1.028621594E2,-1.261293888E-2,-1.565217972E-2,3.490447998E-3,2.040245535E-2
1.028671594E2,9.058415890E-3,7.931470871E-3,8.076667786E-3,1.449812716E-2
1.028721594E2,-4.385471344E-3,-2.162933350E-3,1.014709473E-3,4.994023918E-3
1.028771594E2,-1.445829868E-3,-7.920444012E-3,-7.122039795E-3,1.074929338E-2
1.028821594E2,-1.503229141E-3,-2.594649792E-3,1.185321808E-2,1.222663830E-2
1.028871594E2,-9.982585907E-3,4.883587360E-3,3.138542175E-3,1.154780905E-2
1.028921594E2,5.489408970E-3,4.187405109E-3,-1.268386841E-4,6.905364613E-3
1.028971594E2,-3.430306911E-3,-4.198610783E-3,-1.708030701E-3,5.684426698E-3
1.029021594E2,-2.029180527E-3,-1.388293505E-2,-1.737594604E-3,1.413763397E-2
1.029071594E2,8.226871490E-3,-4.966557026E-3,2.544403076E-3,9.940930048E-3
1.029121594E2,5.243897438E-3,-4.708588123E-3,-4.003524780E-3,8.105397777E-3
1.029171594E2,-1.901090145E-3,3.203690052E-3,-1.656150818E-2,1.697531522E-2
1.029221594E2,-2.914071083E-4,-6.242752075E-3,-2.067852020E-2,2.160227000E-2
1.029271594E2,-7.656931877E-3,2.413392067E-3,-2.196407318E-2,2.338532826E-2
1.029321594E2,-5.067110062E-3,-1.518845558E-3,-2.149105072E-2,2.213250454E-2
1.029371594E2,-1.215928793E-2,1.404219866E-2,-7.216453552E-3,1.992758962E-2
1.029421594E2,1.095241308E-2,1.133543253E-2,2.846717834E-3,1.601721528E-2
1.029471594E2,4.322707653E-3,2.030295134E-2,-5.208969116E-3,2.140161194E-2
1.029521594E2,9.243071079E-3,1.704424620E-2,-1.402854919E-3,1.943987380E-2
1.029571594E2,-3.368020058E-3,1.744657755E-2,-1.432418823E-3,1.782634149E-2
1.029621594E2,-7.298111916E-3,1.606768370E-2,1.600933075E-2,2.382711833E-2
1.029671594E2,-4.828631878E-3,1.050186157E-2,2.683639526E-2,2.921980310E-2
1.029721594E2,-1.690506935E-2,2.039670944E-3,3.079605103E-2,3.519003248E-2
1.029771594E2,-1.368832588E-2,1.047080755E-2,3.576374054E-2,3.969953669E-2
1.029821594E2,-2.759557962E-2,5.113720894E-3,3.224468231E-2,4.274793204E-2
1.029871594E2,-1.006633043E-2,2.736806870E-3,1.903438568E-2,2.170550526E-2
1.029921594E2,-1.621818542E-2,-2.235770226E-3,8.543014526E-3,1.846649139E-2
1.029971594E2,-1.575464010E-2,-1.528698206E-2,-4.359245300E-3,2.238087409E-2
1.030021594E2,-8.233487606E-3,-3.291726112E-3,-8.708953857E-3,1.242866269E-2
1.030071594E2,-1.737213135E-2,6.174862385E-3,-8.552551270E-3,2.032402535E-2
1.030121594E2,4.921913147E-3,-2.671718597E-3,-1.732635498E-2,1.820895072E-2
1.030171594E2,4.692494869E-3,-1.993894577E-3,4.577636719E-4,5.119049840E-3
1.030221594E2,-3.378391266E-4,3.419458866E-3,-1.299381256E-2,1.344046127E-2
1.030271594E2,5.983710289E-4,6.827354431E-3,-2.273559570E-2,2.374611818E-2
1.030321594E2,6.599962711E-3,-1.076817513E-3,-9.148597717E-3,1.133207324E-2
1.030371594E2,1.671820879E-2,-4.081726074E-3,5.483627319E-4,1.721800495E-2
1.030421594E2,1.319086552E-2,-6.318569183E-3,9.860038757E-3,1.763926342E-2
1.030471594E2,-6.632626057E-3,-2.289056778E-3,-1.620674133E-2,1.766040696E-2
1.030521594E2,-4.929304123E-5,-1.300323009E-2,-4.751300812E-2,4.926025135E-2
1.030571594E2,1.728409529E-2,-2.204406261E-2,-6.527137756E-2,7.102839837E-2
1.030621594E2,1.579105854E-2,-9.208023548E-3,-5.742740631E-2,6.026650996E-2
1.030671594E2,1.108235121E-2,-1.103419065E-2,-2.707386017E-2,3.126604830E-2
1.030721594E2,9.938001633E-3,-1.831996441E-2,9.464263916E-3,2.289011280E-2
1.030771594E2,-4.165291786E-3,-1.543253660E-2,7.144451141E-2,7.321086704E-2
1.030821594E2,-1.132827997E-2,-1.803648472E-2,1.009006500E-1,1.031241285E-1
1.030871594E2,-1.805138588E-2,-1.202780008E-2,1.076459885E-1,1.098097416E-1
1.030921594E2,8.187174797E-3,-6.136834621E-3,1.468172073E-1,1.471733092E-1
1.030971594E2,-2.557814121E-3,-9.292364120E-4,2.342061996E-1,2.342220097E-1
1.031021594E2,-3.470003605E-2,7.225275040E-3,2.881851196E-1,2.903566088E-1
1.031071594E2,-7.336765528E-2,9.138286114E-3,2.515697479E-1,2.622091897E-1
1.031121594E2,-8.521252871E-2,1.421558857E-2,1.027755737E-1,1.342612251E-1
1.031171594E2,-7.761198282E-2,1.617187262E-2,-1.656599045E-1,1.836528064E-1
1.031221594E2,-6.726527214E-2,2.537578344E-2,-3.575553894E-1,3.647113978E-1
1.031271594E2,-3.033697605E-2,8.062362671E-3,-4.112243652E-1,4.124206740E-1
1.031321594E2,2.650916576E-3,-9.512424469E-3,-2.798433304E-1,2.800175051E-1
1.031371594E2,1.587933302E-2,-2.450829744E-2,-6.775760651E-2,7.378281033E-2
1.031421594E2,1.908332109E-2,-4.107844830E-2,7.502174377E-2,8.763489087E-2
1.031471594E2,3.814637661E-2,-6.132221222E-2,8.711242676E-2,1.131553563E-1
1.031521594E2,3.548818827E-2,-6.408375502E-2,3.578472137E-2,8.152720679E-2
1.031571594E2,4.821866751E-2,-4.953837395E-2,4.357528687E-2,8.171839459E-2
1.031621594E2,2.830433846E-2,-3.303563595E-2,6.674957275E-2,7.967430126E-2
1.031671594E2,1.092571020E-2,-7.565557957E-3,1.336755753E-1,1.343345385E-1
1.031721594E2,-2.645385265E-2,3.187811375E-2,1.797447205E-1,1.844564582E-1
1.031771594E2,-4.508101940E-2,5.825895071E-2,1.944894791E-1,2.079725009E-1
1.031821594E2,-5.519503355E-2,6.164318323E-2,1.848888397E-1,2.025592674E-1
1.031871594E2,-6.361365318E-2,5.727100372E-2,1.551246643E-1,1.771731532E-1
1.031921594E2,-5.547636747E-2,5.660474300E-2,5.133914948E-2,9.443215844E-2
1.031971594E2,-3.222620487E-2,2.193367481E-2,-4.481124878E-2,5.939412756E-2
1.032021594E2,-2.428114414E-2,7.635354996E-3,-1.267375946E-1,1.292682888E-1
1.032071594E2,1.490604877E-2,-8.151471615E-3,-1.969642639E-1,1.976956197E-1
1.032121594E2,6.030023098E-2,-2.171754837E-2,-2.155818939E-1,2.249073648E-1
1.032171594E2,8.297795057E-2,-2.761471272E-2,-1.730861664E-1,1.939245565E-1
1.032221594E2,9.224087000E-2,-2.251124382E-2,-1.184816360E-1,1.518322505E-1
1.032271594E2,1.032742858E-1,-1.142758131E-2,-5.535697937E-2,1.177308918E-1
1.032321594E2,9.530818462E-2,1.044535637E-2,-2.278327942E-3,9.590592424E-2
1.032371594E2,5.700200796E-2,2.992981672E-2,2.786159515E-2,7.015191605E-2
1.032421594E2,4.721701145E-2,3.152054548E-2,3.684616089E-2,6.768035557E-2
1.032471594E2,2.514022589E-2,4.180401564E-2,2.263164520E-2,5.377544091E-2
1.032521594E2,1.821374893E-2,3.415989876E-2,1.152801514E-2,4.039225750E-2
1.032571594E2,1.327061653E-2,3.631931543E-2,-2.180767059E-2,4.439342782E-2
1.032621594E2,-4.697203636E-3,2.408081293E-2,-2.108287811E-2,3.234867884E-2
1.032671594E2,-6.555616856E-3,1.718562841E-2,-2.377891541E-2,3.006258063E-2
1.032721594E2,-2.238178253E-2,1.693308353E-3,-1.981735229E-3,2.253305920E-2
1.032771594E2,-3.014796972E-2,-7.717847824E-3,1.321411133E-2,3.380943643E-2
1.032821594E2,-2.808958292E-2,-1.321876049E-2,1.764774323E-2,3.570998654E-2
1.032871594E2,-4.165667295E-2,-2.737969160E-2,1.954936981E-2,5.354534316E-2
1.032921594E2,-5.062943697E-2,-2.014279366E-2,6.840705872E-3,5.491691252E-2
1.032971594E2,-3.889513016E-2,-2.370452881E-2,3.297805786E-3,4.566849416E-2
1.033021594E2,-4.695540667E-2,-3.367954493E-2,-6.646156311E-3,5.816608424E-2
1.033071594E2,-4.623442888E-2,-2.496385574E-2,-2.035140991E-2,5.634710634E-2
1.033121594E2,-4.380255938E-2,-2.424168587E-2,-1.576519012E-2,5.248680559E-2
1.033171594E2,-4.273068905E-2,-1.629418135E-2,-1.214027405E-2,4.731594220E-2
1.033221594E2,-4.007023573E-2,-1.880496740E-2,-1.711845398E-2,4.745831916E-2
1.033271594E2,-4.524135590E-2,-2.206456661E-2,-1.156806946E-2,5.164731952E-2
1.033321594E2,-2.574223280E-2,-2.328413725E-2,2.130508423E-3,3.477574820E-2
1.033371594E2,-1.757973433E-2,-9.020388126E-3,-5.403518677E-3,2.048444471E-2
1.033421594E2,-2.367335558E-2,-1.124936342E-2,-2.019882202E-3,2.628794145E-2
1.033471594E2,-3.065228462E-3,4.963040352E-3,1.183414459E-2,1.319372477E-2
1.033521594E2,-1.102995872E-2,6.722152233E-3,6.491661072E-3,1.445645128E-2
1.033571594E2,-2.462524176E-2,4.011809826E-3,1.252460480E-2,2.791707139E-2
1.033621594E2,-2.969008684E-2,1.606309414E-2,-2.602577209E-3,3.385701786E-2
1.033671594E2,-1.914560795E-2,-5.869269371E-4,-1.523971558E-3,1.921513144E-2
1.033721594E2,1.808702946E-3,3.741621971E-3,-9.917259216E-3,1.075282157E-2
1.033771594E2,-2.302408218E-3,8.010864258E-3,-1.432609558E-2,1.657443949E-2
1.033821594E2,-9.988546371E-4,1.109421253E-3,-4.087448120E-3,4.351523669E-3
1.033871594E2,7.227063179E-4,-8.014440536E-4,1.565933228E-2,1.569647426E-2
1.033921594E2,-2.340316772E-3,-2.220273018E-3,1.598262787E-2,1.630494061E-2
1.033971594E2,3.856956959E-3,-8.331239223E-3,1.677227020E-2,1.912053116E-2
1.034021594E2,2.213180065E-2,-1.447534561E-2,1.064968109E-2,2.850908518E-2
1.034071594E2,1.656430960E-2,-1.641941071E-2,3.101921082E-2,3.880933960E-2
1.034121594E2,2.987349033E-2,-1.593720913E-2,2.977371216E-3,3.398948071E-2
1.034171594E2,2.839130163E-2,-1.349425316E-2,-1.196289062E-2,3.363438165E-2
1.034221594E2,3.105491400E-2,-1.740270853E-2,-3.246116638E-2,4.817664653E-2
1.034271594E2,3.354406357E-2,-1.349473000E-2,-3.381538391E-2,4.950547573E-2
1.034321594E2,3.561645746E-2,-2.186429501E-2,-4.733181000E-2,6.314174274E-2
1.034371594E2,4.979395866E-2,-1.067453623E-2,-5.216503143E-2,7.290112858E-2
1.034421594E2,4.387861490E-2,-6.578922272E-3,-1.722717285E-2,4.759611905E-2
1.034471594E2,2.905040979E-2,7.076859474E-3,3.192806244E-2,4.374253560E-2
1.034521594E2,1.487922668E-2,2.115905285E-3,-1.776027679E-2,2.326576613E-2
1.034571594E2,1.687860489E-2,-5.824685097E-3,-8.628273010E-2,8.811086070E-2
1.034621594E2,3.176927567E-2,-2.405899763E-2,-7.497310638E-2,8.490635385E-2
1.034671594E2,1.211917400E-2,-2.053225040E-2,3.805541992E-2,4.490726746E-2
1.034721594E2,-5.244851112E-3,-1.275360584E-2,1.816129684E-1,1.821357550E-1
1.034771594E2,-2.628916502E-2,-2.628564835E-3,2.382574081E-1,2.397177968E-1
1.034821594E2,-3.806966543E-2,1.335614920E-2,2.106542587E-1,2.144828731E-1
1.034871594E2,-4.848629236E-2,2.062129974E-2,1.697607040E-1,1.777494168E-1
1.034921594E2,-5.486249924E-2,3.435331583E-2,9.006118774E-2,1.109101513E-1
1.034971594E2,-4.742932320E-2,2.972173691E-2,2.110767365E-2,5.982019918E-2
1.035021594E2,-2.866780758E-2,-2.479970455E-3,-3.577518463E-2,4.591140686E-2
1.035071594E2,-1.530086994E-2,-1.496160030E-2,-4.367160797E-2,4.863306948E-2
1.035121594E2,-6.257712841E-3,-2.137637138E-2,-5.526924133E-2,5.958856653E-2
1.035171594E2,-1.017165184E-2,-3.205597401E-2,-6.699943542E-2,7.496647463E-2
1.035221594E2,-6.235182285E-3,-1.608651876E-2,-8.723545074E-2,8.892512272E-2
1.035271594E2,-1.707017422E-3,-1.325249672E-3,-5.566692352E-2,5.570885540E-2
1.035321594E2,1.220452785E-2,1.100820303E-2,-1.193523407E-2,2.031208621E-2
1.035371594E2,1.226693392E-2,1.640743017E-2,2.628326416E-2,3.332403648E-2
1.035421594E2,2.535223961E-3,2.977395058E-2,3.594303131E-2,4.674202599E-2
1.035471594E2,-2.142906189E-3,2.120864391E-2,2.640247345E-2,3.393360028E-2
1.035521594E2,-2.533853054E-3,3.969997168E-2,-7.241249084E-3,4.043443892E-2
1.035571594E2,1.547050476E-2,3.968638182E-2,-4.467773438E-2,6.172880501E-2
1.035621594E2,1.484632492E-2,3.742676973E-2,-3.033542633E-2,5.041244437E-2
1.035671594E2,2.323132753E-2,2.726411819E-2,-3.379344940E-2,4.924453211E-2
1.035721594E2,1.077133417E-2,1.228439808E-2,-9.325027466E-3,1.881181047E-2
1.035771594E2,7.364809513E-3,2.192866802E-2,-5.540847778E-4,2.313901273E-2
1.035821594E2,-1.183688641E-3,2.163350582E-2,5.417823792E-3,2.233299146E-2
1.035871594E2,-2.197188139E-2,5.419313908E-3,2.952289581E-2,3.719857406E-2
1.035921594E2,-9.406208992E-3,-5.253911018E-3,1.954650879E-2,2.231919251E-2
1.035971594E2,5.995035172E-4,1.150965691E-3,-1.250267029E-2,1.256984052E-2
1.036021594E2,-1.171582937E-2,-5.351722240E-3,-2.413558960E-2,2.735741717E-2
1.036071594E2,-1.486408710E-2,-5.051016808E-3,-4.851436615E-2,5.099115197E-2
1.036121594E2,-1.731783152E-2,-2.575081587E-2,-5.487251282E-2,6.303970550E-2
1.036171594E2,-2.227807045E-2,-2.993506193E-2,-6.321907043E-2,7.341029371E-2
1.036221594E2,-1.492518187E-2,-3.673928976E-2,-7.023334503E-2,8.065518719E-2
1.036271594E2,-1.453763247E-2,-2.415066957E-2,-4.118537903E-2,4.990824626E-2
1.036321594E2,-8.625030518E-3,-2.657651901E-2,-2.578830719E-2,3.802287866E-2
1.036371594E2,-2.097785473E-2,-3.375971317E-2,7.956504822E-3,4.053510320E-2
1.036421594E2,-2.132135630E-2,-2.266919613E-2,3.602981567E-2,4.760924600E-2
1.036471594E2,-1.599109173E-2,-7.423043251E-3,5.692100525E-2,5.958873572E-2
1.036521594E2,-1.224029064E-2,-4.373610020E-3,8.264541626E-2,8.366132923E-2
1.036571594E2,-1.236379147E-2,3.017723560E-3,1.116600037E-1,1.123829454E-1
1.036621594E2,-2.689701319E-2,-6.030440331E-3,7.133674622E-2,7.647710043E-2
1.036671594E2,-2.933430672E-2,2.735495567E-3,7.220840454E-2,7.798742317E-2
1.036721594E2,-1.361238956E-2,-1.903414726E-3,4.736518860E-2,4.931917708E-2
1.036771594E2,-1.042652130E-2,-1.672768593E-2,2.490997314E-2,3.176530474E-2
1.036821594E2,-4.634857178E-4,-1.734143496E-2,1.092052460E-2,2.049873271E-2
1.036871594E2,2.912104130E-3,-1.334542036E-2,9.710311890E-3,1.675919903E-2
1.036921594E2,1.786154509E-2,-1.355731487E-2,1.223468781E-2,2.554453298E-2
1.036971594E2,1.535731554E-2,-2.287542820E-2,-8.630752563E-4,2.756587120E-2
1.037021594E2,1.322245598E-2,-2.306950092E-2,7.258415222E-3,2.756301519E-2
1.037071594E2,6.414711475E-3,-2.177965641E-2,3.565788269E-3,2.298296766E-2
1.037121594E2,1.471644640E-2,-1.262909174E-2,1.044082642E-2,2.202450020E-2
1.037171594E2,9.442329407E-3,3.577113152E-3,1.296997070E-3,1.018015346E-2
1.037221594E2,2.071440220E-3,1.023703814E-2,1.620769501E-2,1.928152462E-2
1.037271594E2,5.416989326E-3,6.244421005E-3,3.009033203E-2,3.120520227E-2
1.037321594E2,-3.112673759E-3,9.652614594E-3,1.831340790E-2,2.093424504E-2
1.037371594E2,9.404420853E-4,4.329562187E-3,2.687263489E-2,2.723541896E-2
1.037421594E2,2.762377262E-3,-1.210570335E-3,2.354145050E-2,2.373385979E-2
1.037471594E2,-5.069077015E-3,4.867255688E-3,1.395511627E-2,1.562469167E-2
1.037521594E2,-7.840871811E-3,-1.883924007E-3,5.121231079E-3,9.552771754E-3
1.037571594E2,-4.779934883E-3,6.546974182E-4,-6.834983826E-3,8.366206434E-3
1.037621594E2,-9.140133858E-3,-2.934038639E-3,7.933616638E-3,1.245363010E-2
1.037671594E2,1.393795013E-3,-8.173525333E-3,-5.141258240E-3,9.756111787E-3
1.037721594E2,2.535820007E-3,9.000301361E-5,-2.245903015E-3,3.388593219E-3
1.037771594E2,2.924084663E-3,-1.423341036E-2,-5.813598633E-3,1.565050065E-2
1.037821594E2,-5.108833313E-3,-1.688599586E-3,-5.016326904E-3,7.356295399E-3
1.037871594E2,8.320271969E-3,-3.448247910E-3,-1.134967804E-2,1.448904865E-2
1.037921594E2,1.112806797E-2,-3.937423229E-3,-1.411724091E-2,1.840200232E-2
1.037971594E2,1.445478201E-2,-3.931045532E-3,-1.764297485E-3,1.508332150E-2
1.038021594E2,1.163005829E-3,1.002168655E-2,-2.613925934E-2,2.801870202E-2
1.038071594E2,-1.403093338E-3,-2.326846123E-3,-6.594657898E-3,7.132488807E-3
1.038121594E2,-2.331078053E-2,2.467274666E-3,-2.753067017E-2,3.615823188E-2
1.038171594E2,-1.266312599E-2,2.558529377E-3,-1.248836517E-2,1.796830813E-2
1.038221594E2,-1.020437479E-2,6.743311882E-3,2.562522888E-3,1.249672131E-2
1.038271594E2,-2.136111259E-3,1.756125689E-2,-8.534431458E-3,1.964172179E-2
1.038321594E2,-2.552688122E-3,1.144766808E-2,-1.108837128E-2,1.614054827E-2
1.038371594E2,-3.091454506E-3,7.404625416E-3,-5.522727966E-3,9.740949271E-3
1.038421594E2,-1.220560074E-2,7.429063320E-3,-2.424430847E-2,2.814168020E-2
1.038471594E2,-1.849836111E-2,8.845329285E-4,-2.300071716E-2,2.952972659E-2
1.038521594E2,5.976140499E-3,-6.386816502E-3,-1.451015472E-2,1.694255797E-2
1.038571594E2,1.610755920E-3,5.717039108E-3,-2.013397217E-2,2.099180569E-2
1.038621594E2,-1.861929893E-3,8.034706116E-3,-1.551151276E-2,1.756787731E-2
1.038671594E2,-6.497502327E-3,2.561748028E-3,-1.294136047E-3,7.103159688E-3
1.038721594E2,2.068400383E-3,1.877784729E-3,1.192378998E-2,1.224667804E-2
1.038771594E2,8.873939514E-3,-6.415784359E-3,2.805328369E-2,3.011471098E-2
1.038821594E2,6.771743298E-3,2.769351006E-3,1.800251007E-2,1.943234883E-2
1.038871594E2,-6.286203861E-3,-5.879998207E-4,8.187294006E-3,1.033894994E-2
1.038921594E2,-8.081197739E-4,-1.143103838E-2,9.460449219E-4,1.149855195E-2
1.038971594E2,-6.134450436E-3,3.303825855E-3,-2.550125122E-3,7.419561009E-3
1.039021594E2,-2.627968788E-4,-7.575273514E-3,5.984306335E-3,9.657419600E-3
1.039071594E2,1.383423805E-3,-9.340882301E-3,1.675510406E-2,1.923277036E-2
1.039121594E2,-1.542335749E-2,-6.245851517E-3,2.742958069E-2,3.208227726E-2
1.039171594E2,-1.209264994E-2,-6.830394268E-3,3.295326233E-2,3.576036866E-2
1.039221594E2,-1.233726740E-2,-1.469528675E-2,3.518009186E-2,4.007241548E-2
1.039271594E2,-1.422977448E-2,-5.905270576E-3,1.593589783E-2,2.216554853E-2
1.039321594E2,-1.074767113E-2,-5.750358105E-3,-1.370429993E-3,1.226609683E-2
1.039371594E2,-6.788253784E-3,-9.717285633E-3,6.456375122E-4,1.187109419E-2
1.039421594E2,-1.611351967E-3,1.022577286E-3,2.479553223E-3,3.128946093E-3
1.039471594E2,-3.917872906E-3,7.461428642E-3,-2.194690704E-2,2.350934653E-2
1.039521594E2,-4.069387913E-3,2.815127373E-3,-2.445030212E-2,2.494598433E-2
1.039571594E2,1.046460867E-2,-1.927256584E-3,-1.796913147E-2,2.088329568E-2
1.039621594E2,-7.198572159E-3,8.900761604E-4,-8.459091187E-3,1.114306513E-2
1.039671594E2,-6.342411041E-3,2.895712852E-3,-8.049011230E-4,7.018489621E-3
1.039721594E2,-4.153907299E-3,-5.295813084E-3,1.564598083E-2,1.703224290E-2
1.039771594E2,-9.855031967E-3,-1.074880362E-2,2.331542969E-2,2.750032174E-2
1.039821594E2,9.112358093E-4,-1.203864813E-2,3.550624847E-2,3.750270764E-2
1.039871594E2,-2.200782299E-3,-1.673197746E-2,3.843307495E-3,1.730819243E-2
1.039921594E2,-1.834332943E-3,-3.905355930E-3,-1.471519470E-3,4.558722610E-3
1.039971594E2,-3.583908081E-3,-1.070767641E-2,1.217556000E-2,1.660551091E-2
1.040021594E2,-1.759105921E-2,-9.284675121E-3,-1.510620117E-2,2.497694677E-2
1.040071594E2,-1.263499260E-2,-9.428501129E-3,-4.302024841E-3,1.634157548E-2
1.040121594E2,-8.873403072E-3,-1.072961092E-2,-2.502441406E-3,1.414652062E-2
1.040171594E2,-1.731473207E-2,-4.274606705E-3,-1.318931580E-3,1.788328241E-2
1.040221594E2,-5.375206470E-3,1.791656017E-3,-1.437950134E-2,1.545551470E-2
1.040271594E2,-9.918808937E-4,1.559257507E-4,-2.770328522E-2,2.772147457E-2
1.040321594E2,8.423924446E-4,-6.589233875E-3,-1.422023773E-2,1.569531106E-2
1.040371594E2,7.456719875E-3,9.245872498E-3,-1.734733582E-3,1.200408806E-2
1.040421594E2,6.697654724E-3,6.267786026E-3,4.625320435E-4,9.184642419E-3
1.040471594E2,1.867562532E-2,1.253074408E-2,1.793861389E-3,2.256139329E-2
1.040521594E2,1.653790474E-2,-3.545045853E-3,-2.655887604E-2,3.148719644E-2
1.040571594E2,4.985034466E-3,-8.204638958E-3,-5.065345764E-2,5.155520769E-2
1.040621594E2,9.489476681E-3,-1.779770851E-2,-6.466960907E-2,6.774191415E-2
1.040671594E2,1.774185896E-2,-1.783806086E-2,-5.223083496E-2,5.797439172E-2
1.040721594E2,2.071619034E-2,-1.438486576E-2,-1.501464844E-2,2.935173884E-2
1.040771594E2,1.709711552E-2,-5.797326565E-3,4.957103729E-2,5.275611901E-2
1.040821594E2,1.050162315E-2,-6.389617920E-5,8.630180359E-2,8.693842346E-2
1.040871594E2,8.183777332E-3,-1.626765728E-2,8.481788635E-2,8.675070449E-2
1.040921594E2,2.863508463E-2,-1.203560829E-2,1.286172867E-1,1.323148910E-1
1.040971594E2,1.073104143E-2,-4.876554012E-3,2.068357468E-1,2.071713353E-1
1.041021594E2,-1.402610540E-2,2.173185349E-3,2.659587860E-1,2.663372490E-1
1.041071594E2,-5.383026600E-2,1.393574476E-2,1.818761826E-1,1.901863515E-1
1.041121594E2,-8.241945505E-2,2.782618999E-2,-2.127647400E-3,8.701603475E-2
1.041171594E2,-8.247774839E-2,3.109538555E-2,-1.951045990E-1,2.140918180E-1
1.041221594E2,-5.211573839E-2,3.270137310E-2,-3.403396606E-1,3.458562051E-1
1.041271594E2,-1.578140259E-2,3.190141916E-2,-3.710727692E-1,3.727757412E-1
1.041321594E2,1.606100798E-2,1.159679890E-2,-2.315416336E-1,2.323875423E-1
1.041371594E2,2.507001162E-2,-2.621650696E-3,-1.252746582E-2,2.814810712E-2
1.041421594E2,2.895778418E-2,-2.784323692E-2,1.201953888E-1,1.267309378E-1
1.041471594E2,2.764940262E-2,-4.278475046E-2,1.300926208E-1,1.397108240E-1
1.041521594E2,3.213971853E-2,-5.697196722E-2,5.352592468E-2,8.452095107E-2
1.041571594E2,3.867459297E-2,-6.706231833E-2,2.169609070E-2,8.039775514E-2
1.041621594E2,6.967723370E-3,-4.869419336E-2,6.080245972E-2,7.820877664E-2
1.041671594E2,-2.628481388E-2,-2.695399523E-2,1.332550049E-1,1.384713170E-1
1.041721594E2,-6.164497137E-2,1.264631748E-3,1.808338165E-1,1.910564602E-1
1.041771594E2,-7.825767994E-2,3.871470690E-2,1.759033203E-1,1.963799152E-1
1.041821594E2,-9.109979868E-2,5.942046642E-2,1.440763474E-1,1.805213534E-1
