"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.866715927E1,3.773957491E-2,-6.822943687E-3,-1.196422577E-1,1.256387595E-1
2.867215927E1,4.154604673E-2,-1.336276531E-3,-6.054115295E-2,7.343766632E-2
2.867715927E1,4.416453838E-2,4.994869232E-5,-2.015399933E-2,4.854577875E-2
2.868215927E1,1.799416542E-2,-1.756685972E-2,-9.358215332E-2,9.690203285E-2
2.868715927E1,2.578705549E-2,-2.031034231E-2,-1.412925720E-1,1.450554140E-1
2.869215927E1,3.941953182E-2,-3.163981438E-2,-6.843471527E-2,8.507812643E-2
2.869715927E1,3.008812666E-2,-2.234524488E-2,7.812500000E-2,8.664941408E-2
2.870215927E1,-2.932012081E-3,-9.650409222E-3,2.182970047E-1,2.185298821E-1
2.870715927E1,-2.683621645E-2,3.833770752E-4,2.478008270E-1,2.492500338E-1
2.871215927E1,-3.916400671E-2,1.898586750E-2,1.946706772E-1,1.994767033E-1
2.871715927E1,-6.175082922E-2,2.901202440E-2,1.432056427E-1,1.586276097E-1
2.872215927E1,-4.048192501E-2,2.894228697E-2,7.894611359E-2,9.332165385E-2
2.872715927E1,-4.082131386E-2,1.633703709E-2,1.432418823E-2,4.624349483E-2
2.873215927E1,-2.318251133E-2,1.580709219E-2,-2.380752563E-2,3.679797918E-2
2.873715927E1,-2.225303650E-2,-2.853274345E-4,-1.395511627E-2,2.626831390E-2
2.874215927E1,-2.027118206E-2,-1.922136545E-2,-1.097106934E-2,3.001243200E-2
2.874715927E1,-1.239144802E-2,-2.312815189E-2,-3.693580627E-2,4.530687784E-2
2.875215927E1,-5.270063877E-3,-3.009790182E-2,-7.562446594E-2,8.156419016E-2
2.875715927E1,-6.827116013E-4,-2.154350281E-2,-8.823394775E-2,9.082850954E-2
2.876215927E1,9.138584137E-4,-1.003473997E-2,-6.218147278E-2,6.299259242E-2
2.876715927E1,7.097780704E-3,7.383465767E-3,-1.298618317E-2,1.653889388E-2
2.877215927E1,-4.572689533E-3,1.838964224E-2,1.331710815E-2,2.316104058E-2
2.877715927E1,-2.135574818E-3,3.407031298E-2,-2.450942993E-4,3.413805761E-2
2.878215927E1,-2.660036087E-3,5.086046457E-2,-2.643489838E-2,5.738176105E-2
2.878715927E1,8.769512177E-3,4.706555605E-2,-4.646968842E-2,6.671958372E-2
2.879215927E1,9.983420372E-3,3.566271067E-2,-6.213951111E-2,7.233820882E-2
2.879715927E1,2.693527937E-2,5.078160763E-2,-5.101966858E-2,7.685888062E-2
2.880215927E1,1.751518250E-2,2.878552675E-2,-3.464221954E-2,4.832671666E-2
2.880715927E1,1.272702217E-2,1.877063513E-2,-1.766204834E-3,2.274716061E-2
2.881215927E1,5.906760693E-3,1.268917322E-2,1.549625397E-2,2.088154271E-2
2.881715927E1,4.582107067E-3,8.305668831E-3,1.554298401E-2,1.820890419E-2
2.882215927E1,-8.727729321E-3,-1.038229465E-2,2.334785461E-2,2.700162248E-2
2.882715927E1,-1.259022951E-2,-1.943111420E-3,-2.109527588E-3,1.291277150E-2
2.883215927E1,-1.049500704E-2,-1.618832350E-2,-3.302478790E-2,3.824713854E-2
2.883715927E1,-2.366870642E-2,-1.562500000E-2,-4.769611359E-2,5.549114830E-2
2.884215927E1,-2.120661736E-2,-1.951432228E-2,-5.970764160E-2,6.629880738E-2
2.884715927E1,-1.751559973E-2,-2.230268717E-2,-5.836868286E-2,6.489305993E-2
2.885215927E1,-1.078450680E-2,-1.663148403E-2,-4.840564728E-2,5.230696451E-2
2.885715927E1,-1.748383045E-2,-1.901322603E-2,-1.056194305E-2,2.790594439E-2
2.886215927E1,-1.142597198E-2,-1.531714201E-2,-1.735687256E-4,1.911014917E-2
2.886715927E1,-2.002847195E-2,-2.044314146E-2,1.954269409E-2,3.465513834E-2
2.887215927E1,-8.068680763E-3,-1.731765270E-2,3.030872345E-2,3.582769071E-2
2.887715927E1,-1.227396727E-2,-6.040394306E-3,3.451538086E-2,3.712745819E-2
2.888215927E1,-5.810499191E-3,-1.301753521E-2,2.806472778E-2,3.147772338E-2
2.888715927E1,7.255673409E-3,-1.072311401E-2,3.670215607E-2,3.891886728E-2
2.889215927E1,-4.233121872E-4,-9.444594383E-3,4.194068909E-2,4.299303382E-2
2.889715927E1,-4.415750504E-3,-1.846837997E-2,3.744029999E-2,4.198042371E-2
2.890215927E1,3.976523876E-3,-1.038873196E-2,3.702354431E-2,3.865852205E-2
2.890715927E1,-1.335197687E-2,-1.244688034E-2,4.191970825E-2,4.572157102E-2
2.891215927E1,-5.979657173E-3,-1.915359497E-2,2.639484406E-2,3.315575807E-2
2.891715927E1,-2.327501774E-3,-1.184433699E-2,2.544498444E-2,2.816296888E-2
2.892215927E1,-5.100965500E-4,-9.628295898E-3,6.646156311E-3,1.171049419E-2
2.892715927E1,-3.159880638E-3,-2.554547787E-2,-4.143714905E-3,2.607156801E-2
2.893215927E1,1.268517971E-2,-1.440793276E-2,-1.075267792E-2,2.200278148E-2
2.893715927E1,9.847283363E-3,1.172947884E-2,-1.121044159E-2,1.897955911E-2
2.894215927E1,1.060056686E-2,1.192688942E-3,4.485130310E-3,1.157198853E-2
2.894715927E1,1.422387362E-2,-5.293488503E-4,1.929187775E-2,2.397447263E-2
2.895215927E1,3.385245800E-3,6.028294563E-3,3.826808929E-2,3.888761863E-2
2.895715927E1,8.090853691E-3,1.632606983E-2,3.284358978E-2,3.755933785E-2
2.896215927E1,5.105137825E-3,4.611313343E-3,3.290843964E-2,3.361981621E-2
2.896715927E1,1.530587673E-3,3.720819950E-3,2.766513824E-2,2.795616343E-2
2.897215927E1,-3.626286983E-3,5.795359612E-4,2.828598022E-3,4.635384125E-3
2.897715927E1,4.182934761E-3,-1.644569635E-2,-1.512527466E-3,1.703659623E-2
2.898215927E1,-7.162511349E-3,-1.759886742E-3,4.604339600E-3,8.694752056E-3
2.898715927E1,-7.472157478E-3,-1.435804367E-2,-8.043289185E-3,1.807432036E-2
2.899215927E1,-1.278698444E-3,-1.788479090E-2,-4.175186157E-3,1.841013293E-2
2.899715927E1,6.401658058E-3,-1.951169968E-2,7.123947144E-3,2.173564522E-2
2.900215927E1,8.715987206E-4,-1.487332582E-2,-4.350662231E-3,1.552107494E-2
2.900715927E1,-2.229928970E-3,5.615949631E-4,1.844406128E-3,2.947847703E-3
2.901215927E1,1.005703211E-2,-2.034687996E-2,-1.183700562E-2,2.559793196E-2
2.901715927E1,-5.817711353E-3,7.100701332E-4,-9.640693665E-3,1.128241726E-2
2.902215927E1,4.680752754E-3,2.265810966E-3,1.254081726E-3,5.349398719E-3
2.902715927E1,9.270310402E-4,4.532754421E-3,-4.424095154E-3,6.401395717E-3
2.903215927E1,3.100037575E-3,5.342364311E-4,-1.031684875E-2,1.078577812E-2
2.903715927E1,9.740412235E-3,2.463281155E-3,-1.410388947E-2,1.731655516E-2
2.904215927E1,5.187213421E-3,1.124805212E-2,-1.614379883E-2,2.034817191E-2
2.904715927E1,9.351670742E-3,2.125233412E-2,-2.100944519E-2,3.131313204E-2
2.905215927E1,9.060800076E-3,1.226347685E-2,-2.176189423E-2,2.657199659E-2
2.905715927E1,8.656442165E-3,1.391488314E-2,-6.178855896E-3,1.751388660E-2
2.906215927E1,1.267111301E-2,1.502031088E-2,-6.127357483E-3,2.058425014E-2
2.906715927E1,3.109991550E-3,3.971338272E-3,-3.216743469E-3,5.982559123E-3
2.907215927E1,-2.708494663E-3,9.030938148E-3,-1.330375671E-3,9.521748086E-3
2.907715927E1,-1.288235188E-3,-3.971517086E-3,-9.712219238E-3,1.057164606E-2
2.908215927E1,-1.074701548E-2,-5.970776081E-3,-6.017684937E-3,1.368798892E-2
2.908715927E1,-2.387464046E-3,-5.675315857E-3,-5.971908569E-3,8.577463880E-3
2.909215927E1,-9.547889233E-3,-4.012107849E-3,-8.737564087E-3,1.355006363E-2
2.909715927E1,-1.433438063E-2,-4.379153252E-4,-7.067680359E-3,1.598806878E-2
2.910215927E1,-1.175600290E-2,-1.112848520E-2,-7.202148438E-3,1.771772359E-2
2.910715927E1,-1.778125763E-3,-5.488157272E-3,-8.450508118E-3,1.023194453E-2
2.911215927E1,6.205022335E-3,-7.983148098E-3,6.469726562E-3,1.200376264E-2
2.911715927E1,1.828074455E-3,2.022385597E-4,1.324081421E-2,1.336794366E-2
2.912215927E1,-8.041977882E-3,-3.144741058E-3,6.616592407E-3,1.087851551E-2
2.912715927E1,-9.465754032E-3,3.974735737E-3,-7.107734680E-3,1.248674961E-2
2.913215927E1,-1.113724709E-2,-3.296434879E-3,-4.750251770E-3,1.254869106E-2
2.913715927E1,-8.443415165E-3,-6.283342838E-3,3.765106201E-3,1.117799989E-2
2.914215927E1,-8.843004704E-3,2.489268780E-3,6.997108459E-3,1.154793133E-2
2.914715927E1,-1.690167189E-2,9.467661381E-3,-3.231048584E-3,1.964033603E-2
2.915215927E1,-1.425153017E-2,-3.461658955E-3,-1.170158386E-3,1.471252750E-2
2.915715927E1,-1.000821590E-3,4.897594452E-3,-1.399993896E-3,5.191151913E-3
2.916215927E1,-8.706212044E-3,1.516878605E-3,-1.124954224E-2,1.430563698E-2
2.916715927E1,-1.759350300E-3,1.416027546E-3,-2.745342255E-2,2.754615866E-2
2.917215927E1,1.326382160E-3,2.039074898E-4,-1.934146881E-2,1.938796750E-2
2.917715927E1,-4.250466824E-3,1.524984837E-3,-2.153396606E-3,5.002915541E-3
2.918215927E1,-2.094149590E-3,-7.911443710E-3,2.325439453E-2,2.465244956E-2
2.918715927E1,-5.532562733E-3,1.202583313E-2,3.686523438E-2,3.916982791E-2
2.919215927E1,-5.581438541E-3,-5.165517330E-3,2.019500732E-2,2.157946585E-2
2.919715927E1,-2.311885357E-3,-8.236169815E-4,3.973293304E-2,3.980865643E-2
2.920215927E1,-4.610538483E-3,-4.179596901E-3,9.787559509E-3,1.159837991E-2
2.920715927E1,-1.625001431E-3,-8.115530014E-3,-3.380775452E-3,8.940475363E-3
2.921215927E1,-7.772028446E-3,-8.625566959E-3,-7.728576660E-3,1.394760656E-2
2.921715927E1,-4.459738731E-3,-6.828844547E-3,-1.305580139E-2,1.539403577E-2
2.922215927E1,-6.815433502E-3,-1.852965355E-2,-2.382278442E-3,1.988651415E-2
2.922715927E1,-1.625216007E-2,-1.991117001E-2,-1.969432831E-2,3.237983887E-2
2.923215927E1,4.724502563E-3,-1.738429070E-2,-1.576423645E-2,2.393837167E-2
2.923715927E1,-3.380179405E-3,-7.214784622E-3,-1.203632355E-2,1.443439692E-2
2.924215927E1,-3.638625145E-3,-4.181563854E-3,6.008148193E-5,5.543345470E-3
2.924715927E1,1.611709595E-3,-2.233505249E-3,-1.912498474E-2,1.932229787E-2
2.925215927E1,8.647799492E-3,4.045128822E-3,-4.342079163E-3,1.048814353E-2
2.925715927E1,1.322627068E-3,7.645785809E-3,-1.180744171E-2,1.412880259E-2
2.926215927E1,1.380610466E-2,-2.038598061E-3,4.646301270E-3,1.470892666E-2
2.926715927E1,1.208841801E-3,-2.035200596E-3,-2.030086517E-2,2.043840666E-2
2.927215927E1,1.146847010E-2,-4.665553570E-3,-3.090667725E-2,3.329438233E-2
2.927715927E1,9.557902813E-3,-9.394586086E-3,-2.737331390E-2,3.047802599E-2
2.928215927E1,1.450860500E-2,-1.198875904E-2,-3.474903107E-2,3.951866803E-2
2.928715927E1,1.950782537E-2,-6.176233292E-3,-5.772113800E-2,6.124076159E-2
2.929215927E1,1.676476002E-2,-1.793599129E-2,-3.220653534E-2,4.049713423E-2
2.929715927E1,1.143014431E-2,-2.092778683E-2,1.051807404E-2,2.606243162E-2
2.930215927E1,7.266223431E-3,-2.485483885E-2,4.578971863E-2,5.260474645E-2
2.930715927E1,8.128821850E-3,-1.890867949E-2,9.271907806E-2,9.497601456E-2
2.931215927E1,3.248989582E-3,-9.044945240E-3,1.140632629E-1,1.144674404E-1
2.931715927E1,1.203006506E-2,-9.443938732E-3,1.569566727E-1,1.577000556E-1
2.932215927E1,-9.722352028E-3,-4.153907299E-3,2.324123383E-1,2.326526898E-1
2.932715927E1,-2.742701769E-2,-3.795564175E-3,2.769317627E-1,2.783125020E-1
2.933215927E1,-6.468743086E-2,9.642243385E-3,1.522340775E-1,1.656884151E-1
2.933715927E1,-8.433014154E-2,2.577543259E-2,-2.180480957E-2,9.083719182E-2
2.934215927E1,-6.628495455E-2,2.930122614E-2,-2.009897232E-1,2.136565606E-1
2.934715927E1,-4.535317421E-2,3.998225927E-2,-3.216543198E-1,3.272873247E-1
2.935215927E1,-7.695734501E-3,4.619312286E-2,-3.138074875E-1,3.172824737E-1
2.935715927E1,2.152305841E-2,3.073137999E-2,-2.030344009E-1,2.064718570E-1
2.936215927E1,3.147619963E-2,2.697825432E-3,1.113224030E-2,3.349561433E-2
2.936715927E1,3.554761410E-2,-1.997041702E-2,1.411581039E-1,1.469287607E-1
2.937215927E1,1.613426208E-2,-4.210650921E-2,1.473579407E-1,1.541026775E-1
2.937715927E1,1.775825024E-2,-5.608963966E-2,5.097579956E-2,7.784558607E-2
2.938215927E1,2.503937483E-2,-5.657207966E-2,1.492691040E-2,6.364104920E-2
2.938715927E1,4.562795162E-3,-5.260670185E-2,6.559658051E-2,8.420923675E-2
2.939215927E1,-2.815288305E-2,-2.782696486E-2,1.483306885E-1,1.535217181E-1
2.939715927E1,-5.012649298E-2,-8.329451084E-3,1.695909500E-1,1.770399259E-1
2.940215927E1,-7.511687279E-2,1.437973976E-2,1.797285080E-1,1.953244943E-1
2.940715927E1,-6.945782900E-2,5.451589823E-2,1.361999512E-1,1.623169734E-1
2.941215927E1,-8.658021688E-2,6.052637100E-2,8.812999725E-2,1.375735147E-1
2.941715927E1,-7.418787479E-2,4.785066843E-2,4.970550537E-2,1.013122130E-1
2.942215927E1,-5.942487717E-2,4.320192337E-2,3.216743469E-3,7.353957878E-2
2.942715927E1,-3.901827335E-2,3.489446640E-2,-6.440830231E-2,8.299686046E-2
2.943215927E1,-1.226234436E-2,5.502581596E-3,-1.189994812E-1,1.197560855E-1
2.943715927E1,4.064124823E-2,-9.173989296E-3,-1.367807388E-1,1.429854666E-1
2.944215927E1,7.980030775E-2,-1.443499327E-2,-1.274995804E-1,1.511046033E-1
2.944715927E1,1.016797423E-1,-1.911348104E-2,-9.627914429E-2,1.413285845E-1
2.945215927E1,9.483343363E-2,-1.508414745E-2,-5.173206329E-2,1.090739108E-1
2.945715927E1,8.825933933E-2,-4.563510418E-3,-2.878379822E-2,9.294645580E-2
2.946215927E1,8.968287706E-2,-1.841247082E-3,-6.155014038E-3,8.991269558E-2
2.946715927E1,7.997435331E-2,6.988406181E-3,-1.263237000E-2,8.126691689E-2
2.947215927E1,5.769920349E-2,1.403081417E-2,-1.943302155E-2,6.247962993E-2
2.947715927E1,2.622139454E-2,2.867496014E-2,-3.383541107E-2,5.152329486E-2
2.948215927E1,2.756166458E-2,3.096193075E-2,-4.926586151E-2,6.438487106E-2
2.948715927E1,8.786916733E-3,4.189413786E-2,-5.389213562E-2,6.882362221E-2
2.949215927E1,8.250474930E-3,2.867001295E-2,-4.439640045E-2,5.348906760E-2
2.949715927E1,1.357758045E-2,2.698647976E-2,-4.197406769E-2,5.171501851E-2
2.950215927E1,3.439605236E-3,2.338248491E-2,-3.385162354E-2,4.128563795E-2
2.950715927E1,-2.113819122E-3,1.461279392E-2,-5.415916443E-3,1.572686009E-2
2.951215927E1,-2.760827541E-3,-1.101344824E-2,1.035785675E-2,1.536891041E-2
2.951715927E1,-2.285528183E-2,7.272362709E-4,2.011966705E-2,3.045806597E-2
2.952215927E1,-3.298115730E-2,-1.132094860E-2,1.362228394E-2,3.743644259E-2
2.952715927E1,-4.903554916E-2,-2.261620760E-2,9.421348572E-3,5.481550635E-2
2.953215927E1,-4.562515020E-2,-2.720195055E-2,8.620262146E-3,5.381365407E-2
2.953715927E1,-4.259037971E-2,-3.494465351E-2,-1.354885101E-2,5.673306458E-2
2.954215927E1,-3.577733040E-2,-4.008525610E-2,-2.950477600E-2,6.129744639E-2
2.954715927E1,-3.948098421E-2,-4.948228598E-2,-3.571987152E-2,7.268530774E-2
2.955215927E1,-3.547388315E-2,-4.503071308E-2,-3.560447693E-2,6.748214789E-2
2.955715927E1,-3.142827749E-2,-3.407531977E-2,-3.069496155E-2,5.559716457E-2
2.956215927E1,-3.037732840E-2,-2.631235123E-2,-3.036689758E-2,5.037132494E-2
2.956715927E1,-2.324116230E-2,-1.989001036E-2,-2.786636353E-2,4.137992694E-2
2.957215927E1,-1.846325397E-2,-9.596943855E-3,-1.649188995E-2,2.655137497E-2
2.957715927E1,-1.914972067E-2,-4.502952099E-3,-3.548622131E-3,1.998952471E-2
2.958215927E1,-1.126974821E-2,1.702100039E-2,-1.751708984E-2,2.689925864E-2
2.958715927E1,-1.977503300E-2,2.389675379E-2,-9.944915771E-3,3.257311961E-2
2.959215927E1,-6.343483925E-3,1.382404566E-2,9.673118591E-3,1.802535020E-2
2.959715927E1,-2.542245388E-2,1.736146212E-2,1.094913483E-2,3.267422656E-2
2.960215927E1,-6.198108196E-3,1.872664690E-2,4.191398621E-3,2.016610205E-2
2.960715927E1,-4.031002522E-3,1.268684864E-2,6.915092468E-3,1.500078710E-2
2.961215927E1,5.043447018E-3,1.302194595E-2,-4.415512085E-3,1.464596126E-2
2.961715927E1,5.870103836E-3,1.120060682E-2,2.099990845E-3,1.281880157E-2
2.962215927E1,7.252693176E-4,1.546514034E-2,-3.004074097E-4,1.548505170E-2
2.962715927E1,1.018190384E-2,3.363847733E-3,1.088619232E-2,1.528057004E-2
2.963215927E1,1.135945320E-2,-1.238399744E-2,2.336311340E-2,2.877908333E-2
2.963715927E1,1.898705959E-3,-5.150735378E-3,1.754474640E-2,1.838350580E-2
2.964215927E1,8.782863617E-3,-4.624962807E-3,8.866310120E-3,1.330941131E-2
2.964715927E1,1.704454422E-2,-1.222562790E-2,1.202678680E-2,2.417904188E-2
2.965215927E1,8.765757084E-3,-1.362568140E-2,-2.125930786E-2,2.672930717E-2
2.965715927E1,1.107919216E-2,-1.790773869E-2,-1.922607422E-3,2.114549652E-2
2.966215927E1,2.852547169E-2,-1.256495714E-2,1.111316681E-2,3.309204073E-2
2.966715927E1,1.613843441E-2,-5.861818790E-3,-1.486492157E-2,2.271069964E-2
2.967215927E1,2.131611109E-2,-2.018511295E-3,-7.705688477E-4,2.142532978E-2
2.967715927E1,2.934700251E-2,-3.409624100E-3,4.726314545E-2,5.573757270E-2
2.968215927E1,3.118538857E-2,1.021605730E-2,4.275608063E-2,5.389785448E-2
2.968715927E1,2.516740561E-2,3.819048405E-3,-5.823612213E-2,6.355650523E-2
2.969215927E1,3.616982698E-2,-1.244264841E-2,-1.469697952E-1,1.518657190E-1
2.969715927E1,4.974591732E-2,-9.975850582E-3,-1.136493683E-1,1.244602458E-1
2.970215927E1,3.121411800E-2,-2.982139587E-2,5.634307861E-2,7.098013329E-2
2.970715927E1,1.562219858E-2,-1.641738415E-2,1.942052841E-1,1.955230830E-1
2.971215927E1,-1.994937658E-2,-1.046878099E-2,2.395095825E-1,2.405668579E-1
2.971715927E1,-4.072636366E-2,9.649991989E-5,1.675138474E-1,1.723935470E-1
2.972215927E1,-6.404447556E-2,1.355630159E-2,7.953166962E-2,1.030085173E-1
2.972715927E1,-7.394832373E-2,6.579995155E-3,-2.198219299E-3,7.427303068E-2
2.973215927E1,-5.549347401E-2,1.041591167E-3,-5.402374268E-2,7.745434360E-2
2.973715927E1,-5.094426870E-2,1.229643822E-3,-9.797191620E-2,1.104324540E-1
2.974215927E1,-2.312999964E-2,-1.498758793E-3,-7.903480530E-2,8.236348469E-2
2.974715927E1,-7.162570953E-3,-3.627002239E-3,-2.573490143E-2,2.695816610E-2
2.975215927E1,-5.110979080E-3,-6.359755993E-3,8.521080017E-3,1.179734750E-2
2.975715927E1,7.221698761E-4,-8.464515209E-3,1.334381104E-2,1.581855998E-2
2.976215927E1,1.213556528E-2,-1.889473200E-2,-1.275444031E-2,2.582554142E-2
2.976715927E1,2.699810266E-2,-1.348733902E-3,-1.725006104E-2,3.206682454E-2
2.977215927E1,2.843517065E-2,-1.699984074E-3,-5.230617523E-2,5.955992649E-2
2.977715927E1,4.037177563E-2,-1.699149609E-3,-6.940174103E-2,8.030796370E-2
2.978215927E1,3.616052866E-2,1.251578331E-2,-7.071399689E-2,8.040334583E-2
2.978715927E1,1.995342970E-2,1.252484322E-2,-5.347633362E-2,5.843568526E-2
2.979215927E1,2.461487055E-2,1.768952608E-2,-5.300617218E-2,6.106116175E-2
2.979715927E1,2.236413956E-2,1.753151417E-3,-4.463577271E-2,4.995578528E-2
2.980215927E1,6.711184978E-3,1.563549042E-2,-3.340816498E-2,3.749151973E-2
2.980715927E1,1.913726330E-3,1.922565699E-2,-4.714202881E-2,5.094761148E-2
2.981215927E1,6.107568741E-3,1.350396872E-2,-1.329040527E-2,1.990714543E-2
2.981715927E1,5.830883980E-3,2.167534828E-2,-1.826381683E-2,2.893763875E-2
2.982215927E1,5.788803101E-4,1.050847769E-2,-1.091670990E-2,1.516369878E-2
2.982715927E1,-1.375269890E-2,1.236456633E-2,-1.437377930E-2,2.342274020E-2
2.983215927E1,-1.131331921E-2,2.008211613E-2,-8.749961853E-3,2.465450085E-2
2.983715927E1,-9.935259819E-3,1.107329130E-2,-1.653480530E-2,2.224245837E-2
2.984215927E1,-1.893854141E-2,2.398777008E-2,-5.769348145E-2,6.528873766E-2
2.984715927E1,-8.444488049E-3,2.608716488E-2,-3.828239441E-2,4.708918423E-2
2.985215927E1,-1.489353180E-2,1.607459784E-2,-3.549385071E-2,4.171358799E-2
2.985715927E1,-2.177095413E-2,1.286280155E-2,3.466606140E-3,2.552339056E-2
2.986215927E1,-2.280247211E-2,1.015204191E-2,3.596782684E-2,4.378014684E-2
2.986715927E1,-1.047891378E-2,-3.163456917E-3,4.256820679E-2,4.395301267E-2
2.987215927E1,-1.284176111E-2,-1.443433762E-2,4.981803894E-2,5.343311646E-2
2.987715927E1,-2.811133862E-2,-1.560151577E-2,4.942321777E-2,5.896023328E-2
2.988215927E1,-3.010576963E-2,-1.671665907E-2,3.099155426E-2,4.632796662E-2
2.988715927E1,-2.009266615E-2,-2.230560780E-2,3.386402130E-2,4.525513574E-2
2.989215927E1,-2.336609364E-2,-3.000962734E-2,4.662704468E-2,6.017169900E-2
2.989715927E1,-2.911895514E-2,-2.659296989E-2,3.392028809E-2,5.201620459E-2
2.990215927E1,-2.238523960E-2,-2.443599701E-2,2.748107910E-2,4.305144144E-2
2.990715927E1,-1.879453659E-2,-1.731967926E-2,1.723289490E-2,3.082496653E-2
2.991215927E1,-9.592056274E-3,-6.719648838E-3,2.930736542E-2,3.156078091E-2
2.991715927E1,-8.506774902E-3,-1.217490435E-2,8.970260620E-3,1.735105445E-2
2.992215927E1,-2.404153347E-3,-7.715284824E-3,-4.758834839E-4,8.095186121E-3
2.992715927E1,4.029691219E-3,4.180252552E-3,-3.786087036E-3,6.931621583E-3
2.993215927E1,1.420915127E-2,-6.638824940E-3,-9.149551392E-3,1.815731993E-2
2.993715927E1,1.148432493E-2,1.854300499E-4,-1.984786987E-2,2.293168206E-2
2.994215927E1,-1.044750214E-3,6.938099861E-3,-4.657936096E-2,4.710483627E-2
2.994715927E1,1.056569815E-2,-6.535530090E-3,-2.704048157E-2,2.975793632E-2
2.995215927E1,-3.403902054E-3,-1.559793949E-2,2.584457397E-3,1.617286881E-2
2.995715927E1,2.870261669E-3,-1.014804840E-2,1.176452637E-2,1.579953699E-2
2.996215927E1,1.525342464E-2,-1.048153639E-2,3.330421448E-2,3.810118463E-2
2.996715927E1,1.297128201E-2,-8.389890194E-3,4.181480408E-2,4.457714946E-2
2.997215927E1,7.030248642E-3,-1.144742966E-2,2.962779999E-2,3.253113238E-2
2.997715927E1,4.378318787E-3,-1.975810528E-2,1.706695557E-2,2.647325767E-2
2.998215927E1,-6.019949913E-3,-2.490103245E-2,-2.951622009E-3,2.578785153E-2
2.998715927E1,-1.542168856E-2,-2.392792702E-2,-7.877349854E-4,2.847796860E-2
2.999215927E1,-9.371876717E-3,-1.737040281E-2,-1.458644867E-2,2.454236036E-2
2.999715927E1,-1.519590616E-2,-2.095425129E-2,-5.308151245E-3,2.642295746E-2
3.000215927E1,-1.496732235E-2,-7.569789886E-3,-3.357887268E-3,1.710549222E-2
3.000715927E1,-8.323669434E-3,-1.296031475E-2,-1.745223999E-3,1.550158179E-2
3.001215927E1,-3.729999065E-3,2.923548222E-3,-1.084613800E-2,1.183633122E-2
3.001715927E1,-8.443057537E-3,-4.309058189E-3,4.857063293E-3,1.065102187E-2
3.002215927E1,6.850361824E-4,-5.386948586E-3,5.300521851E-3,7.588413637E-3
3.002715927E1,5.729675293E-3,-2.466320992E-3,-6.088256836E-3,8.716581296E-3
3.003215927E1,7.615506649E-3,1.048314571E-2,-3.344535828E-3,1.338201052E-2
3.003715927E1,-2.657115459E-3,4.392445087E-3,-1.723194122E-2,1.798036804E-2
3.004215927E1,-7.455706596E-3,3.310978413E-3,-1.316642761E-2,1.548886552E-2
3.004715927E1,-5.815505981E-3,1.591771841E-2,1.395893097E-2,2.195553741E-2
3.005215927E1,6.671011448E-3,9.599745274E-3,-9.046554565E-3,1.478166610E-2
3.005715927E1,-5.923867226E-3,3.879547119E-3,-7.981300354E-3,1.066978182E-2
3.006215927E1,5.959272385E-3,6.406366825E-3,-1.789093018E-2,1.991581898E-2
3.006715927E1,8.491873741E-4,1.520591974E-2,-2.165699005E-2,2.647576878E-2
3.007215927E1,8.339881897E-4,1.075375080E-2,-2.147579193E-2,2.403223526E-2
3.007715927E1,-7.086277008E-3,7.760405540E-3,-1.010990143E-2,1.458250057E-2
3.008215927E1,-1.072287560E-4,1.079398394E-2,-1.260471344E-2,1.659519172E-2
3.008715927E1,2.451121807E-3,1.331001520E-2,-2.048587799E-2,2.455271268E-2
3.009215927E1,7.377028465E-3,-1.012742519E-3,-2.026557922E-3,7.717067669E-3
3.009715927E1,-2.661943436E-3,7.780909538E-3,-1.078128815E-2,1.355967073E-2
3.010215927E1,-5.365431309E-3,3.674805164E-3,-2.612113953E-3,7.008222701E-3
3.010715927E1,-1.804471016E-3,-3.255605698E-4,5.625724792E-3,5.916999643E-3
3.011215927E1,3.592014313E-3,-5.842030048E-3,8.133888245E-3,1.063917383E-2
3.011715927E1,-5.477368832E-3,-5.826473236E-3,1.225185394E-2,1.463069666E-2
3.012215927E1,-1.108783484E-2,2.127885818E-3,1.611614227E-2,1.967734792E-2
3.012715927E1,-2.013075352E-2,-9.328722954E-4,1.674938202E-2,2.620418451E-2
3.013215927E1,-1.597255468E-2,-5.225718021E-3,2.906799316E-3,1.705520783E-2
3.013715927E1,-1.504272223E-2,2.236366272E-4,5.881309509E-3,1.615312065E-2
3.014215927E1,-6.155192852E-3,3.810107708E-3,-5.140304565E-3,8.878403619E-3
3.014715927E1,-1.226598024E-2,3.825724125E-3,-6.631851196E-3,1.445931833E-2
3.015215927E1,-1.005297899E-2,6.558895111E-4,2.369880676E-3,1.034934356E-2
3.015715927E1,5.287349224E-3,6.753325462E-3,2.350807190E-3,8.893242438E-3
3.016215927E1,-1.353269815E-2,-9.363889694E-3,1.129722595E-2,1.996105367E-2
3.016715927E1,-4.860162735E-3,7.871150970E-3,-1.719474792E-3,9.409186626E-3
3.017215927E1,-2.544522285E-3,-4.082143307E-3,4.893302917E-3,6.861698119E-3
3.017715927E1,-4.856765270E-3,-6.610631943E-3,2.599716187E-3,8.605065242E-3
3.018215927E1,4.233896732E-3,1.100093126E-2,4.589080811E-3,1.264934911E-2
